img_obj,url,width,height,format
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956DB70>,https://i.travelapi.com/hotels/1000000/10000/2700/2630/0fcc5d4e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956DE70>,https://i.travelapi.com/hotels/12000000/11550000/11544600/11544584/99b615ec_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499956E0B0>,https://i.travelapi.com/hotels/5000000/4360000/4350900/4350838/adcbcf13_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956CC10>,https://i.travelapi.com/hotels/3000000/2200000/2193400/2193304/d03c6bc6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499956DA20>,https://i.travelapi.com/hotels/1000000/430000/426900/426819/96cc94e0_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x247 at 0x7E4999421780>,https://i.travelapi.com/hotels/2000000/1700000/1690300/1690278/08334be3_b.jpg,350,247,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x143 at 0x7E499956DDB0>,https://i.travelapi.com/hotels/1000000/30000/21300/21231/18d43e32_b.jpg,350,143,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49A09139A0>,https://i.travelapi.com/hotels/4000000/3570000/3566000/3565915/f64e5c2f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x174 at 0x7E499956E2F0>,https://i.travelapi.com/hotels/9000000/8270000/8263900/8263894/6062da91_b.jpg,350,174,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x316 at 0x7E499956FC10>,https://i.travelapi.com/hotels/1000000/10000/9800/9779/efc6bd77_b.jpg,350,316,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4999420A30>,https://i.travelapi.com/hotels/1000000/910000/910000/909963/505b6d41_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956CE50>,https://i.travelapi.com/hotels/1000000/20000/11900/11890/a031f762_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956CBE0>,https://i.travelapi.com/hotels/3000000/2860000/2853700/2853602/02a65dda_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956DA80>,https://i.travelapi.com/hotels/1000000/690000/688800/688782/1edb645e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956F190>,https://i.travelapi.com/hotels/2000000/1090000/1088100/1088087/826c369c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499956E080>,https://i.travelapi.com/hotels/6000000/5240000/5238300/5238222/8fa35e31_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4999420A90>,https://i.travelapi.com/hotels/5000000/4460000/4451600/4451560/4b1ffec9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x187 at 0x7E499956E980>,https://i.travelapi.com/hotels/1000000/30000/26300/26281/bbce8de7_b.jpg,350,187,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49AE1D62F0>,https://i.travelapi.com/hotels/2000000/1590000/1586600/1586547/1f7a3779_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4999421CC0>,https://i.travelapi.com/hotels/2000000/1490000/1487600/1487503/170a7ecf_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E499956F7F0>,https://i.travelapi.com/hotels/1000000/470000/460500/460454/592dbb0b_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49A0962320>,https://i.travelapi.com/hotels/1000000/890000/890000/889928/f566d62c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4999422800>,https://i.travelapi.com/hotels/1000000/20000/10700/10622/b143ef62_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4999420EB0>,https://i.travelapi.com/hotels/2000000/1090000/1080700/1080610/347ae907_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4999420BB0>,https://i.travelapi.com/hotels/1000000/480000/471500/471442/7ab7959d_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E49AE1D51E0>,https://i.travelapi.com/hotels/3000000/2100000/2097500/2097412/b08eb9ea_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49AE1D5F30>,https://traffickcam.com/images/2018/4/20170308_194532_QN3IWJ.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x243 at 0x7E499956CB80>,https://i.travelapi.com/hotels/1000000/980000/974200/974122/3956ffc4_b.jpg,350,243,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x211 at 0x7E499956F310>,https://i.travelapi.com/hotels/1000000/890000/886400/886377/f3266081_b.jpg,350,211,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956DC00>,https://i.travelapi.com/hotels/1000000/910000/908400/908305/cfa10a06_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x236 at 0x7E499956F2E0>,https://i.travelapi.com/hotels/3000000/2130000/2127200/2127186/a1ab8585_b.jpg,350,236,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x282 at 0x7E499956F610>,https://i.travelapi.com/hotels/2000000/1200000/1195700/1195622/489d364f_b.jpg,350,282,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A627D0>,https://i.travelapi.com/hotels/5000000/4600000/4594700/4594679/838f8c6c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956E290>,https://i.travelapi.com/hotels/2000000/1120000/1113200/1113196/88f6dfa2_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x225 at 0x7E499956EAA0>,https://i.travelapi.com/hotels/1000000/900000/894200/894164/105297d4_b.jpg,350,225,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956CA30>,https://i.travelapi.com/hotels/1000000/10000/6500/6454/27a774db_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62BF0>,https://i.travelapi.com/hotels/1000000/980000/972900/972828/69188a19_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x223 at 0x7E4998A60850>,https://i.travelapi.com/hotels/9000000/8800000/8796900/8796835/cf4c9252_b.jpg,350,223,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A60E20>,https://i.travelapi.com/hotels/3000000/2550000/2545500/2545443/b537197a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63040>,https://i.travelapi.com/hotels/6000000/5140000/5137700/5137659/183ad175_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998A61A20>,https://i.travelapi.com/hotels/1000000/50000/40100/40060/51211695_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956CE80>,https://i.travelapi.com/hotels/1000000/130000/127200/127179/a5d7efd4_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A632E0>,https://i.travelapi.com/hotels/1000000/70000/63800/63760/261756e2_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62800>,https://i.travelapi.com/hotels/1000000/900000/898700/898662/195afc7a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A61660>,https://i.travelapi.com/hotels/1000000/30000/23100/23074/0b81fc6f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499956E1A0>,https://i.travelapi.com/hotels/1000000/20000/14200/14138/97b1fe1a_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x222 at 0x7E4998A63D30>,https://i.travelapi.com/hotels/1000000/90000/83900/83851/a3ad9626_b.jpg,350,222,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998A633A0>,https://i.travelapi.com/hotels/1000000/30000/26600/26538/195c58c5_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63A00>,https://i.travelapi.com/hotels/2000000/1440000/1440000/1439957/9dac8cec_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x162 at 0x7E4998A634F0>,https://i.travelapi.com/hotels/5000000/4480000/4475000/4474947/f4e7cd41_b.jpg,350,162,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E4998A62F50>,https://i.travelapi.com/hotels/4000000/3610000/3604700/3604686/59be0679_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x228 at 0x7E4998A63F40>,https://i.travelapi.com/hotels/1000000/80000/70500/70426/2bef3972_b.jpg,350,228,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x219 at 0x7E4998A61000>,https://i.travelapi.com/hotels/13000000/12990000/12988500/12988492/0c005bc9_b.jpg,350,219,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A611E0>,https://i.travelapi.com/hotels/2000000/1150000/1144200/1144152/cd0b9a04_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63190>,https://i.travelapi.com/hotels/4000000/3050000/3049500/3049430/5b8d2106_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x243 at 0x7E499956DBD0>,https://i.travelapi.com/hotels/2000000/1510000/1504300/1504262/0b2e9ee9_b.jpg,350,243,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x228 at 0x7E4998A63940>,https://i.travelapi.com/hotels/6000000/5190000/5185100/5185002/2685fd8f_b.jpg,350,228,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998A63820>,https://i.travelapi.com/hotels/1000000/900000/892200/892112/25e004bb_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x219 at 0x7E4998A63310>,https://i.travelapi.com/hotels/7000000/6520000/6510100/6510045/057ded21_b.jpg,350,219,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A63790>,https://i.travelapi.com/hotels/4000000/3910000/3900900/3900833/7f11f719_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x245 at 0x7E4998A63A60>,https://i.travelapi.com/hotels/6000000/5580000/5572400/5572307/a918a83f_b.jpg,350,245,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62920>,https://i.travelapi.com/hotels/2000000/1860000/1853300/1853237/9823856b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62860>,https://i.travelapi.com/hotels/7000000/6250000/6242900/6242888/e71a4763_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x256 at 0x7E4998A62050>,https://i.travelapi.com/hotels/2000000/1670000/1660400/1660350/bc90d36a_b.jpg,350,256,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63670>,https://i.travelapi.com/hotels/7000000/6490000/6488300/6488218/788395bc_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x208 at 0x7E4998A63FD0>,https://i.travelapi.com/hotels/4000000/3900000/3892900/3892891/604f107c_b.jpg,350,208,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x240 at 0x7E4998A639D0>,https://i.travelapi.com/hotels/1000000/60000/54400/54356/5634b837_b.jpg,350,240,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A63BB0>,https://i.travelapi.com/hotels/3000000/2550000/2540500/2540424/c5666303_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A63460>,https://i.travelapi.com/hotels/1000000/40000/34400/34373/403453d6_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63C40>,https://i.travelapi.com/hotels/2000000/1070000/1065700/1065664/fd967a70_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62830>,https://i.travelapi.com/hotels/3000000/2700000/2699400/2699311/709857af_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63E50>,https://i.travelapi.com/hotels/3000000/2550000/2545100/2545057/bc22219b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62440>,https://i.travelapi.com/hotels/4000000/3590000/3580400/3580323/d6e9940a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x173 at 0x7E4998A63E20>,https://i.travelapi.com/hotels/1000000/30000/27600/27561/77a78986_b.jpg,350,173,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A61C30>,https://i.travelapi.com/hotels/1000000/40000/34600/34539/8e1c5519_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A610C0>,https://i.travelapi.com/hotels/1000000/30000/26500/26437/87235187_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A63580>,https://i.travelapi.com/hotels/3000000/2500000/2490900/2490876/bab5c7ca_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=230x350 at 0x7E4998A63880>,https://i.travelapi.com/hotels/1000000/560000/553900/553889/aa831d6f_b.jpg,230,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A60C10>,https://i.travelapi.com/hotels/2000000/1060000/1054500/1054474/6c9e204a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49996000A0>,https://i.travelapi.com/hotels/5000000/4110000/4100400/4100318/6ecd6344_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49A09609A0>,https://i.travelapi.com/hotels/2000000/1090000/1082700/1082634/c325499a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998A60E80>,https://i.travelapi.com/hotels/1000000/20000/19600/19591/56780332_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x170 at 0x7E4998A63610>,https://i.travelapi.com/hotels/2000000/1770000/1769000/1768925/32cc5c51_b.jpg,350,170,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998A639A0>,https://i.travelapi.com/hotels/1000000/70000/66200/66188/d4a46ee8_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63250>,https://i.travelapi.com/hotels/6000000/5350000/5344300/5344232/9d24d993_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49A09CC400>,https://i.travelapi.com/hotels/1000000/10000/2000/1962/e6a53004_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A61030>,https://i.travelapi.com/hotels/2000000/1570000/1567200/1567153/39e5910b_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x246 at 0x7E4998A62740>,https://i.travelapi.com/hotels/1000000/900000/892700/892656/5e2df15d_b.jpg,350,246,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x239 at 0x7E4998A62260>,https://i.travelapi.com/hotels/1000000/530000/523000/522935/f9866b35_b.jpg,350,239,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63EB0>,https://i.travelapi.com/hotels/7000000/6010000/6004000/6003926/54da3921_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63B80>,https://i.travelapi.com/hotels/4000000/3920000/3910500/3910437/f3aad14b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A605E0>,https://i.travelapi.com/hotels/2000000/1250000/1241000/1240909/4e2d0e59_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62AD0>,https://i.travelapi.com/hotels/1000000/920000/916100/916032/66136ca4_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E4998A63CD0>,https://traffickcam.com/images/2017/13/20161215_060502_M2FGJ4.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x347 at 0x7E4998A63C10>,https://i.travelapi.com/hotels/7000000/6340000/6330400/6330325/dd9309c4_b.jpg,350,347,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63EE0>,https://i.travelapi.com/hotels/1000000/480000/475900/475871/6c7ff248_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x194 at 0x7E4998B289D0>,https://i.travelapi.com/hotels/1000000/10000/3600/3552/b95e180f_b.jpg,350,194,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998A62380>,https://i.travelapi.com/hotels/5000000/4630000/4622500/4622490/e0cfe9d2_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E4998A62D40>,https://i.travelapi.com/hotels/1000000/690000/687900/687831/a3368295_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63AC0>,https://i.travelapi.com/hotels/6000000/5720000/5714500/5714489/381f3352_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28C40>,https://i.travelapi.com/hotels/1000000/10000/2500/2435/5204c048_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=234x350 at 0x7E4998A63970>,https://i.travelapi.com/hotels/1000000/20000/18900/18876/30d07b6b_b.jpg,234,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A63B20>,https://i.travelapi.com/hotels/4000000/3410000/3405400/3405394/9ae41ce6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998A633D0>,https://i.travelapi.com/hotels/7000000/6480000/6470400/6470359/3a90ce18_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998A62650>,https://i.travelapi.com/hotels/7000000/6540000/6532400/6532321/08e8bfb3_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998B28AC0>,https://i.travelapi.com/hotels/1000000/80000/70500/70439/a20be458_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B287F0>,https://i.travelapi.com/hotels/7000000/6400000/6397200/6397151/6b03bf68_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B291E0>,https://i.travelapi.com/hotels/1000000/290000/281600/281582/257c9594_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28BE0>,https://i.travelapi.com/hotels/2000000/1680000/1675500/1675499/c05a1f03_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B288E0>,https://i.travelapi.com/hotels/3000000/2840000/2838700/2838650/59f7f069_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B29720>,https://i.travelapi.com/hotels/1000000/590000/580600/580577/9b8cbd49_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B288B0>,https://i.travelapi.com/hotels/1000000/20000/17400/17351/3ef60dbc_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998B293C0>,https://i.travelapi.com/hotels/5000000/4600000/4595400/4595350/3afaafd5_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E4998B28BB0>,https://i.travelapi.com/hotels/2000000/1750000/1743200/1743196/c1542062_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B297E0>,https://i.travelapi.com/hotels/1000000/30000/27300/27240/67ebd561_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x179 at 0x7E4998B28760>,https://i.travelapi.com/hotels/1000000/870000/865600/865600/22a0ef35_b.jpg,350,179,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49A0962170>,https://i.travelapi.com/hotels/1000000/1000000/991400/991338/ff5974f9_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28CA0>,https://i.travelapi.com/hotels/1000000/20000/18100/18031/46b28d8d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B29450>,https://i.travelapi.com/hotels/10000000/9630000/9624500/9624420/4906f628_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998B29480>,https://i.travelapi.com/hotels/1000000/800000/794200/794111/f3c8bc5e_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x259 at 0x7E4998B29360>,https://i.travelapi.com/hotels/3000000/2390000/2385400/2385345/949e0e58_b.jpg,350,259,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B28280>,https://i.travelapi.com/hotels/1000000/810000/801800/801791/528a10e3_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B293F0>,https://i.travelapi.com/hotels/1000000/30000/24200/24125/30a96fc8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B29510>,https://i.travelapi.com/hotels/1000000/930000/920300/920258/d5c864a7_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B284F0>,https://i.travelapi.com/hotels/2000000/1200000/1196900/1196804/958c5092_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B29930>,https://i.travelapi.com/hotels/4000000/3610000/3609900/3609858/d72b4b0e_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28430>,https://i.travelapi.com/hotels/4000000/3060000/3050200/3050128/2a09fb3e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E499956E0E0>,https://traffickcam.com/images/2018/11/20171005_195928_U5LGYQ.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E499956F640>,https://i.travelapi.com/hotels/2000000/1100000/1097900/1097801/505fa1a4_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998A63370>,https://i.travelapi.com/hotels/1000000/900000/892200/892112/689a9702_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E4998B29DE0>,https://i.travelapi.com/hotels/3000000/2490000/2486400/2486303/7a5e815d_b.jpg,350,280,JPEG
<PIL.PngImagePlugin.PngImageFile image mode=1 size=350x278 at 0x7E4998A638E0>,https://i.travelapi.com/hotels/1000000/50000/42600/42520/54882e56_b.jpg,350,278,PNG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B287C0>,https://i.travelapi.com/hotels/7000000/6290000/6282200/6282150/1dde4443_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28520>,https://i.travelapi.com/hotels/3000000/2340000/2336500/2336496/1b466177_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E4998B28E50>,https://i.travelapi.com/hotels/1000000/50000/42100/42093/a46ab33e_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B29ED0>,https://i.travelapi.com/hotels/5000000/4300000/4290400/4290390/4acf4968_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B28FA0>,https://i.travelapi.com/hotels/2000000/1410000/1406700/1406689/ff34a7a9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4998B2A1D0>,https://i.travelapi.com/hotels/1000000/980000/976800/976796/6e33075f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E4998B29B70>,https://i.travelapi.com/hotels/1000000/20000/19100/19045/6064ae61_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E4998B2A200>,https://i.travelapi.com/hotels/1000000/90000/82400/82370/cfe2ae5e_b.jpg,350,263,JPEG
